id,tsne_1,tsne_2,label
mb-mp-is-metal-000004,31.277753829956055,-33.679359436035156,0.0
mb-mp-is-metal-000007,34.36507034301758,-32.74851989746094,1.0
mb-mp-is-metal-000010,-13.856635093688965,67.1432113647461,0.0
mb-mp-is-metal-000012,87.79420471191406,-28.156055450439453,1.0
mb-mp-is-metal-000016,91.90950775146484,-39.18333435058594,1.0
mb-mp-is-metal-000019,91.41097259521484,-38.90024948120117,1.0
mb-mp-is-metal-000034,-3.5353307723999023,103.30596160888672,0.0
mb-mp-is-metal-000046,-35.59069061279297,18.493581771850586,1.0
mb-mp-is-metal-000047,-35.93118667602539,16.164865493774414,0.0
mb-mp-is-metal-000050,-10.580117225646973,69.46702575683594,0.0
mb-mp-is-metal-000059,15.080461502075195,42.72345733642578,1.0
mb-mp-is-metal-000068,-45.04970169067383,69.14832305908203,0.0
mb-mp-is-metal-000070,-5.62291145324707,-37.09697341918945,0.0
mb-mp-is-metal-000078,22.587127685546875,90.80113983154297,1.0
mb-mp-is-metal-000081,93.12505340576172,-28.71038246154785,1.0
mb-mp-is-metal-000088,-63.77568435668945,-9.264616012573242,1.0
mb-mp-is-metal-000092,70.69636535644531,-79.25052642822266,0.0
mb-mp-is-metal-000095,8.137621879577637,-13.933923721313477,0.0
mb-mp-is-metal-000098,68.83707427978516,-79.19706726074219,1.0
mb-mp-is-metal-000101,-29.620121002197266,30.662965774536133,0.0
mb-mp-is-metal-000105,27.845035552978516,-45.39481735229492,0.0
mb-mp-is-metal-000111,20.404664993286133,-47.59147644042969,1.0
mb-mp-is-metal-000112,111.3149642944336,-3.6076838970184326,1.0
mb-mp-is-metal-000118,106.91927337646484,0.39181897044181824,1.0
mb-mp-is-metal-000119,12.208760261535645,65.89988708496094,1.0
mb-mp-is-metal-000123,4.968855857849121,57.49293518066406,1.0
mb-mp-is-metal-000125,106.9903335571289,0.22084560990333557,1.0
mb-mp-is-metal-000135,-37.36077880859375,-14.876019477844238,0.0
mb-mp-is-metal-000138,-34.189666748046875,-37.70057678222656,0.0
mb-mp-is-metal-000139,18.568830490112305,-75.5809326171875,0.0
mb-mp-is-metal-000144,-70.34957885742188,16.915189743041992,1.0
mb-mp-is-metal-000146,-69.73160552978516,-24.148393630981445,1.0
mb-mp-is-metal-000150,13.343488693237305,-49.08323287963867,1.0
mb-mp-is-metal-000158,-40.975440979003906,-27.460540771484375,0.0
mb-mp-is-metal-000164,-40.866912841796875,-0.5001288056373596,0.0
mb-mp-is-metal-000172,29.839380264282227,71.4816665649414,1.0
mb-mp-is-metal-000173,57.86085891723633,49.40278625488281,1.0
mb-mp-is-metal-000174,18.466493606567383,-82.14154815673828,0.0
mb-mp-is-metal-000182,0.06076984480023384,57.46884536743164,0.0
mb-mp-is-metal-000183,-68.08592224121094,12.475204467773438,0.0
mb-mp-is-metal-000190,2.6561262607574463,-64.62313079833984,1.0
mb-mp-is-metal-000193,104.30736541748047,-16.446456909179688,1.0
mb-mp-is-metal-000196,79.34400939941406,9.84787368774414,1.0
mb-mp-is-metal-000197,2.8655049800872803,-35.28602981567383,0.0
mb-mp-is-metal-000200,34.09814453125,-32.62416458129883,1.0
mb-mp-is-metal-000202,-39.3846321105957,-86.87911987304688,0.0
mb-mp-is-metal-000205,-19.119482040405273,-91.66555786132812,0.0
mb-mp-is-metal-000207,79.24044799804688,5.877864360809326,1.0
mb-mp-is-metal-000208,-53.50774002075195,-17.691923141479492,0.0
mb-mp-is-metal-000221,102.06333923339844,20.83094024658203,1.0
mb-mp-is-metal-000222,31.156524658203125,59.940757751464844,0.0
mb-mp-is-metal-000226,29.152355194091797,48.916927337646484,1.0
mb-mp-is-metal-000229,5.19382381439209,31.348365783691406,1.0
mb-mp-is-metal-000230,-39.321998596191406,-74.73206329345703,0.0
mb-mp-is-metal-000241,57.166812896728516,-53.733428955078125,1.0
mb-mp-is-metal-000243,-0.6950739622116089,60.04943084716797,1.0
mb-mp-is-metal-000261,-50.952369689941406,53.91498947143555,0.0
mb-mp-is-metal-000264,70.25729370117188,42.8068962097168,1.0
mb-mp-is-metal-000274,44.04395294189453,-58.687400817871094,1.0
mb-mp-is-metal-000275,14.591617584228516,15.227302551269531,1.0
mb-mp-is-metal-000286,92.14479064941406,-27.55415916442871,1.0
mb-mp-is-metal-000289,89.47663879394531,-28.471376419067383,1.0
mb-mp-is-metal-000290,89.4445571899414,-28.410327911376953,1.0
mb-mp-is-metal-000292,91.14898681640625,-38.97526550292969,1.0
mb-mp-is-metal-000297,88.83097076416016,-38.333309173583984,1.0
mb-mp-is-metal-000300,76.14830017089844,52.39834976196289,1.0
mb-mp-is-metal-000304,94.8350601196289,-30.083215713500977,1.0
mb-mp-is-metal-000305,96.70222473144531,-38.026615142822266,1.0
mb-mp-is-metal-000307,94.80292510986328,-31.36703109741211,1.0
mb-mp-is-metal-000309,94.05583190917969,-37.27593994140625,1.0
mb-mp-is-metal-000311,91.93203735351562,-37.23918533325195,1.0
mb-mp-is-metal-000313,97.719482421875,-37.89328384399414,1.0
mb-mp-is-metal-000319,96.434814453125,-38.01717758178711,1.0
mb-mp-is-metal-000321,91.73343658447266,-33.32866287231445,1.0
mb-mp-is-metal-000326,92.61921691894531,-32.23963165283203,1.0
mb-mp-is-metal-000331,96.40380096435547,-32.55202102661133,1.0
mb-mp-is-metal-000332,94.97335815429688,-37.442466735839844,1.0
mb-mp-is-metal-000333,91.46882629394531,-31.426361083984375,1.0
mb-mp-is-metal-000340,-2.522998332977295,103.01377868652344,1.0
mb-mp-is-metal-000345,-0.7027673125267029,107.55027770996094,1.0
mb-mp-is-metal-000348,-0.8235369324684143,101.92457580566406,1.0
mb-mp-is-metal-000351,-1.2939025163650513,101.14677429199219,1.0
mb-mp-is-metal-000355,-4.3003926277160645,104.69073486328125,1.0
mb-mp-is-metal-000358,-2.1903021335601807,100.15869903564453,1.0
mb-mp-is-metal-000362,-0.9664785861968994,97.89019775390625,0.0
mb-mp-is-metal-000375,3.505967855453491,109.14763641357422,0.0
mb-mp-is-metal-000381,-60.3197135925293,-12.996793746948242,1.0
mb-mp-is-metal-000388,-24.129640579223633,40.25785446166992,1.0
mb-mp-is-metal-000390,-35.91942596435547,16.137840270996094,0.0
mb-mp-is-metal-000391,-52.99420166015625,37.65779495239258,1.0
mb-mp-is-metal-000392,-7.895719528198242,42.20409393310547,1.0
mb-mp-is-metal-000402,-63.295772552490234,-2.246570587158203,0.0
mb-mp-is-metal-000404,-37.411170959472656,-0.48372921347618103,0.0
mb-mp-is-metal-000409,-19.879358291625977,16.628192901611328,1.0
mb-mp-is-metal-000412,-42.86729049682617,-4.995997428894043,0.0
mb-mp-is-metal-000413,-29.74554443359375,-2.637394666671753,0.0
mb-mp-is-metal-000415,-33.98576736450195,32.87648010253906,1.0
mb-mp-is-metal-000417,0.24701933562755585,-58.91581344604492,1.0
mb-mp-is-metal-000418,-72.65574645996094,68.10253143310547,1.0
mb-mp-is-metal-000430,-64.68929290771484,5.749255180358887,1.0
