id,y_true,y_pred,is_target
1AsIn-1,0.35871553,0.4111786,False
1SeTeV-1,0.462279,0.44725722,False
2CuS-2,0.94944125,0.93765795,False
2SnTe-5,0.284493,0.3166318,False
2PbTe-1,0.4416369,0.42450094,False
1AsITe-2,0.3480561,0.3903463,False
1STeW-2,0.30351096,0.30849832,False
1MgBr2-1,1.2421658,1.3423865,False
1FeCl2-3,0.5835953,0.6770661,False
1MoO2-1,0.78767204,0.7716344,False
1ISbTe-2,0.38566867,0.5088448,False
1ZnBr2-2,1.4444476,1.2977986,False
1MgCl2-1,1.8604292,2.0727568,False
1HgCl2-1,1.564696,1.4570569,False
2ClK-2,2.5725634,2.2753046,True
1HgI2-4,0.79621243,0.9092646,False
1ScBr2-1,0.78001267,0.77643853,False
2NiSe2-1,0.8805736,0.96059215,False
2IrO-2,0.33905935,0.33296174,False
1BiBrSe-1,0.7141562,0.7871466,False
2GeSe-1,0.43635055,0.72461927,False
1OsI2-1,0.86923754,0.9582649,False
1MoSTe-1,0.5086948,0.5085321,False
1AsClSe-2,0.8173176,0.846532,False
1CoCl2-2,2.3826156,2.8073208,True
2PbTe-4,0.32230932,0.39165634,False
2GeH-1,0.38520968,0.6461511,False
1BrSbTe-2,0.57427794,0.5395905,False
1GaN-1,1.1206801,1.5275207,False
2CF-1,1.9402138,1.3843539,True
1ISbSe-2,0.47296414,0.52983165,False
1STeZr-2,0.47168985,0.50094575,False
1SnCl2-2,1.8789977,1.8811669,False
1BrClTi-1,0.6874699,0.6937915,False
1ISbTe-1,0.49441135,0.527606,False
2BrTl-3,1.306729,1.6639401,False
2CuI-2,0.9159845,0.97964585,False
1TiS2-2,0.976869,0.731871,False
1TiI2-2,0.44372272,0.4473533,False
1ISSb-2,0.42378646,0.5620211,False
2IK-2,1.7092475,1.6969707,False
1BaCl2-2,2.5884826,2.4837403,True
1CrTe2-2,0.43268675,0.43714708,False
2SeZr-4,0.43252316,0.4225049,False
2IRb-1,1.6290263,1.6913736,False
1MgI2-1,1.0978575,1.0534002,False
2TeZr-4,0.3598669,0.39755154,False
2AlSe-1,1.0958523,1.0601904,False
2PbSe2-1,0.6292369,0.7334239,False
1RuCl2-3,0.4073223,1.0324517,False
1GeO2-1,1.9715482,1.3830062,True
1PtCl2-1,1.3188527,1.2875971,False
1GeO2-3,1.9655273,1.3159947,True
2SV-4,0.39303944,0.6514719,False
1GeS2-2,0.7839071,0.94738173,False
1WSe2-1,0.480012,0.48842353,False
1AsBrS-1,0.80274653,0.8672992,False
1BrClHf-1,0.8454042,0.87229127,False
1MoSSe-1,0.52716786,0.51786894,False
1CdI2-2,1.1349535,0.9988307,False
1CdBr2-1,1.2824662,1.1734622,False
2SeSi-1,0.8064184,0.86100614,False
1VTe2-1,0.41494226,0.3959288,False
1ZrS2-1,0.63327324,0.74834573,False
1InN-1,0.51650184,1.0592499,False
1MnBr2-1,0.10912827,0.37432653,False
1ZnBr2-3,1.1238924,1.2580882,False
2FRb-1,2.3443418,2.314836,True
1ISSb-1,0.7517809,0.5895927,False
1BiClTe-1,0.46365738,0.4895702,False
1ScS2-2,1.3163095,1.0552121,False
1AsBrS-2,0.7422856,0.8978363,False
1AsIS-2,0.3545251,0.46430874,False
1MgI2-3,0.918276,0.76363933,False
